schemaname|table_name|column|data_type|order
demos_qa|b2f_excp|account_cd|character varying|13
demos_qa|b2f_excp|currency_cd|character varying|14
demos_qa|b2f_excp|type_account_cd|character varying|15
demos_qa|b2f_excp|chck_brch_acct_nbr|character varying|16
demos_qa|b2f_excp|security_adp_nbr|character varying|17
demos_qa|b2f_excp|trans_acct_hist_cd|character varying|18
demos_qa|b2f_excp|trans_hist_seq_nbr|integer|19
demos_qa|b2f_excp|transaction_dt|date|20
demos_qa|b2f_excp|debit_credit_cd|character varying|21
demos_qa|b2f_excp|action_cd|character varying|22
demos_qa|b2f_excp|prc_sec_amt|numeric(15,8)|23
demos_qa|b2f_excp|desc_line_qty|smallint|24
demos_qa|b2f_excp|blttr_mrkt_cd|character varying|25
demos_qa|b2f_excp|blttr_cpcty_cd|character varying|26
demos_qa|b2f_excp|int_accrd_bond_amt|numeric(17,2)|27
demos_qa|b2f_excp|broker_contra_cd|character varying|28
demos_qa|b2f_excp|date_trade_sec_cd|character varying|29
demos_qa|b2f_excp|cncl_cmmsn_trd_cd|character varying|30
demos_qa|b2f_excp|rr_trans_cd|character varying|31
demos_qa|b2f_excp|wthld_tax_cd|character varying|32
demos_qa|b2f_excp|spcl_trade_cd|character varying|33
demos_qa|b2f_excp|int_bond_frqnc_cd|character varying|34
demos_qa|b2f_excp|trd_tmstp_ss_txt|character varying|35
demos_qa|b2f_excp|tax_state_amt|numeric(13,2)|36
demos_qa|b2f_excp|fee_sec_amt|numeric(13,2)|37
demos_qa|b2f_excp|pstg_chrg_amt|numeric(11,2)|38
demos_qa|b2f_excp|desc_add_prnt_cd|character varying|39
demos_qa|b2f_excp|instr_buy_cd|character varying|40
demos_qa|b2f_excp|gnrl_prps_fee_amt|numeric(13,2)|41
demos_qa|b2f_excp|broker_exec_cd|character varying|42
demos_qa|b2f_excp|frst_mny_amt|numeric(17,2)|43
demos_qa|b2f_excp|account_clsfn_cd|character varying|44
demos_qa|b2f_excp|ggrph_lctn_cd|character varying|45
demos_qa|b2f_excp|branch_prft_ctr_cd|character varying|46
demos_qa|b2f_excp|language_cd|character varying|47
demos_qa|b2f_excp|psr_olts_cd|character varying|48
demos_qa|b2f_excp|grnte_grntr_cd|character varying|49
demos_qa|b2f_excp|cmmsn_amt|numeric(13,2)|50
demos_qa|b2f_excp|coupon_date_cd|character varying|51
demos_qa|b2f_excp|cusip_nbr|character varying|52
demos_qa|b2f_excp|extnt_whi_dt|date|53
demos_qa|b2f_excp|ordr_trade_nbr|character varying|54
demos_qa|b2f_excp|prc_basis_amt|numeric(15,8)|55
demos_qa|b2f_excp|comm_cd|character varying|56
demos_qa|b2f_excp|prfg_comm_amt|numeric(13,2)|57
demos_qa|b2f_excp|branch_sttl_cd|character varying|58
demos_qa|b2f_excp|systm_gnrt_ind|character varying|59
demos_qa|b2f_excp|wthld_account_amt|numeric(17,2)|60
demos_qa|b2f_excp|type_optn_cd|character varying|61
demos_qa|b2f_excp|bond_dated_cd|character varying|62
demos_qa|b2f_excp|type_dtd_bond_cd|character varying|63
demos_qa|b2f_excp|type_sec_pos6_cd|character varying|64
demos_qa|b2f_excp|type_sec_pos7_cd|character varying|65
demos_qa|b2f_excp|type_sec_pos5_cd|character varying|66
demos_qa|b2f_excp|type_sec_pos4_cd|character varying|67
demos_qa|b2f_excp|type_sec_pos3_cd|character varying|68
demos_qa|b2f_excp|type_sec_pos2_cd|character varying|69
demos_qa|b2f_excp|type_security_cd|character varying|70
demos_qa|b2f_excp|exchange_cd|character varying|71
demos_qa|b2f_excp|tag_tran_cd|character varying|72
demos_qa|b2f_excp|mrkt_prc_ind|character varying|73
demos_qa|b2f_excp|int_bond_rt|numeric(11,8)|74
demos_qa|b2f_excp|mtrty_bond_dt|date|75
demos_qa|b2f_excp|instr_spcl_cd|character varying|76
demos_qa|b2f_excp|tran_total_amt|numeric(17,2)|77
demos_qa|b2f_excp|share_trans_qty|numeric(17,5)|78
demos_qa|b2f_excp|chrg_cmmsn_trd_cd|character varying|79
demos_qa|b2f_excp|status_tax_cd|character varying|80
demos_qa|b2f_excp|trade_as_of_cd|character varying|81
demos_qa|b2f_excp|spcl_prcs_cd|character varying|82
demos_qa|b2f_excp|instr_sell_cd|character varying|83
demos_qa|b2f_excp|prc_strike_amt|numeric(15,8)|84
demos_qa|b2f_excp|sec_adp_undrl_nbr|character varying|85
demos_qa|b2f_excp|dividend_rt|numeric(15,8)|86
demos_qa|b2f_excp|crdt_grss_amt|numeric(13,2)|87
demos_qa|b2f_excp|cnvrt_trd_crrn_rt|numeric(15,8)|88
demos_qa|b2f_excp|currency_trd_cd|character varying|89
demos_qa|b2f_excp|cncl_prcss_dt|date|90
demos_qa|b2f_excp|prcs_orgn_tran_dt|date|91
demos_qa|b2f_excp|cdg_cusip_cd|character varying|92
demos_qa|b2f_excp|cusip_extend_nbr|character varying|93
demos_qa|b2f_excp|share_undln_qty|numeric(17,5)|94
demos_qa|b2f_excp|rr_cd|character varying|95
demos_qa|b2f_excp|srce_tran_cd|character varying|96
demos_qa|b2f_excp|branch_offset_cd|character varying|97
demos_qa|b2f_excp|account_offset_cd|character varying|98
demos_qa|b2f_excp|typ_acct_offset_cd|character varying|99
demos_qa|b2f_excp|chk_acct_offset_cd|character varying|100
demos_qa|b2f_excp|trade_dt|date|101
demos_qa|b2f_excp|split_trade_ind|character varying|102
demos_qa|b2f_excp|issue_when_ps_cd|character varying|103
demos_qa|b2f_excp|issue_when_ind|character varying|104
demos_qa|b2f_excp|cmmsn_dscnt_pct|numeric(7,4)|105
demos_qa|b2f_excp|crspn_charge_amt|numeric(13,2)|106
demos_qa|b2f_excp|trade_charge_amt|numeric(5,2)|107
demos_qa|b2f_excp|yield_type_cd|character varying|108
demos_qa|b2f_excp|yield_pct|numeric(11,7)|109
demos_qa|b2f_excp|term_updt_last_id|character varying|110
demos_qa|b2f_excp|last_updt_user_cd|character varying|111
demos_qa|b2f_excp|online_change_dt|date|112
demos_qa|b2f_excp|trade_tmstp|character varying|113
demos_qa|b2f_excp|client_use_text|character varying|114
demos_qa|b2f_excp|trailer2_cd|character varying|115
demos_qa|b2f_excp|trailer3_cd|character varying|116
demos_qa|b2f_excp|dns_station_nbr|character varying|117
demos_qa|b2f_excp|entry_cd|character varying|118
demos_qa|b2f_excp|cmmsn_dscnt_cd|character varying|119
demos_qa|b2f_excp|cmmsn_ds_pnlty_amt|numeric(9,2)|120
demos_qa|b2f_excp|bony_dtc_clr_cd|character varying|121
demos_qa|b2f_excp|split_offset_id|character varying|122
demos_qa|b2f_excp|rgnzn_trans_cd|character varying|123
demos_qa|b2f_excp|trailer4_cd|character varying|124
demos_qa|b2f_excp|trailer5_cd|character varying|125
demos_qa|b2f_excp|direct_route_ind|character varying|126
demos_qa|b2f_excp|pymt_mthd_cd|character varying|127
demos_qa|b2f_excp|alph_exec_brkr_cd|character varying|128
demos_qa|b2f_excp|rsn_rbll_cncl_cd|character varying|129
demos_qa|b2f_excp|rr_scndy_cd|character varying|130
demos_qa|b2f_excp|bsns_unit_txt|character varying|131
demos_qa|b2f_excp|trace_cd|character varying|132
demos_qa|b2f_excp|trailer6_cd|character varying|133
demos_qa|b2f_excp|trailer7_cd|character varying|134
demos_qa|b2f_excp|trailer8_cd|character varying|135
demos_qa|b2f_excp|trailer9_cd|character varying|136
demos_qa|b2f_excp|trailer10_cd|character varying|137
demos_qa|b2f_excp|dtl_cmprs_rcrd_cd|character varying|138
demos_qa|b2f_excp|yield_sign_ind|character varying|139
demos_qa|b2f_excp|tle_misc_txt|character varying|140
demos_qa|b2f_excp|exp_trd_ordr_nbr|character varying|141
demos_qa|b2f_excp|crncy_prcss_ind|character varying|142
demos_qa|b2f_excp|rttm_str_cntl_nbr|character varying|143
demos_qa|b2f_excp|msrb_control_nbr|character varying|144
demos_qa|b2f_excp|client_order_id|character varying|145
demos_qa|b2f_excp|execution_id|character varying|146
demos_qa|b2f_excp|created_ts|timestamp without time zone|147
demos_qa|bab_excp|file_name_var|character varying|1
demos_qa|bab_excp|file_load_date|timestamp without time zone|2
demos_qa|bab_excp|exception_type|character varying|3
demos_qa|bab_excp|exception_desc|character varying|4
demos_qa|bab_excp|load_status|character varying|5
demos_qa|bab_excp|firm_id|smallint|6
demos_qa|bab_excp|batch_dt|date|7
demos_qa|bab_excp|record_type_cd|character varying|8
demos_qa|bab_excp|client_nbr|character varying|9
demos_qa|bab_excp|group_slct_id|character varying|10
demos_qa|bab_excp|branch_cd|character varying|11
demos_qa|bab_excp|account_cd|character varying|12
demos_qa|bab_excp|currency_cd|character varying|13
demos_qa|bab_excp|type_account_cd|character varying|14
demos_qa|bab_excp|action|character varying|15
demos_qa|bab_excp|ydys_hse_exces_amt|numeric(17,2)|16
demos_qa|bab_excp|ydys_equity_pct|numeric(7,0)|17
demos_qa|bab_excp|ydys_equity_amt|numeric(17,2)|18
demos_qa|bab_excp|ydys_mrkt_val_amt|numeric(17,2)|19
demos_qa|bab_excp|ydys_trade_dt_amt|numeric(17,2)|20
demos_qa|bab_excp|tdys_trade_dt_amt|numeric(17,2)|21
demos_qa|bab_excp|ydys_settlm_dt_amt|numeric(17,2)|22
demos_qa|bab_excp|tdys_settlm_dt_amt|numeric(17,2)|23
demos_qa|bab_excp|rr_cd|character varying|24
demos_qa|bab_excp|chk_br_acct_ty_nbr|character varying|25
demos_qa|bab_excp|class_acct_mrgn_cd|character varying|26
demos_qa|bab_excp|gi_tdys_trd_dt_amt|numeric(17,2)|27
demos_qa|bab_excp|gi_tdys_settlm_amt|numeric(17,2)|28
demos_qa|bab_excp|processing_dt|date|29
demos_qa|bab_excp|created_ts|timestamp without time zone|30
demos_qa|brdg_account_relation|account_id|character varying|1
demos_qa|brdg_account_relation|entity_type_cd|character varying|2
demos_qa|brdg_account_relation|entity_id|character varying|3
demos_qa|brdg_account_relation|start_dt|date|4
demos_qa|brdg_account_relation|end_dt|date|5
demos_qa|brdg_account_relation|relation_type_cd|character varying|6
demos_qa|brdg_account_relation|target_alloc_prcnt|numeric(26,7)|7
demos_qa|brdg_account_relation|manual_override_flg|boolean|8
demos_qa|brdg_account_relation|inc_reason_cd|character varying|9
demos_qa|brdg_account_relation|inc_notes|character varying|10
demos_qa|brdg_account_relation|exc_reason_cd|character varying|11
demos_qa|brdg_account_relation|exc_notes|character varying|12
demos_qa|brdg_account_relation|firm_id|smallint|13
demos_qa|brdg_account_relation|active_flg|boolean|14
demos_qa|brdg_account_relation|batch_dt|date|15
demos_qa|brdg_account_relation|created_program_nm|character varying|16
demos_qa|brdg_account_relation|created_user_nm|character varying|17
demos_qa|brdg_account_relation|created_ts|timestamp without time zone|18
demos_qa|brdg_account_relation|modified_program_nm|character varying|19
demos_qa|brdg_account_relation|modified_user_nm|character varying|20
demos_qa|brdg_account_relation|modified_ts|timestamp without time zone|21
demos_qa|brdg_account_relation_excp|job_name_var|character varying|1
demos_qa|brdg_account_relation_excp|exception_type|character varying|2
demos_qa|brdg_account_relation_excp|exception_desc|character varying|3
demos_qa|brdg_account_relation_excp|source_table_nm|character varying|4
demos_qa|brdg_account_relation_excp|source_row_ref|character varying|5
demos_qa|brdg_account_relation_excp|account_id|character varying|6
demos_qa|brdg_account_relation_excp|entity_type_cd|character varying|7
demos_qa|brdg_account_relation_excp|entity_id|character varying|8
demos_qa|brdg_account_relation_excp|start_dt|date|9
demos_qa|brdg_account_relation_excp|end_dt|date|10
demos_qa|brdg_account_relation_excp|target_alloc_prcnt|numeric(26,7)|11
demos_qa|brdg_account_relation_excp|manual_override_flg|boolean|12
demos_qa|brdg_account_relation_excp|inc_reason_cd|character varying|13
demos_qa|brdg_account_relation_excp|inc_notes|character varying|14
demos_qa|brdg_account_relation_excp|exc_reason_cd|character varying|15
demos_qa|brdg_account_relation_excp|exc_notes|character varying|16
demos_qa|brdg_account_relation_excp|firm_id|smallint|17
demos_qa|brdg_account_relation_excp|active_flg|boolean|18
demos_qa|brdg_account_relation_excp|batch_dt|date|19
demos_qa|brdg_account_relation_excp|created_program_nm|character varying|20
demos_qa|brdg_account_relation_excp|created_user_nm|character varying|21
demos_qa|brdg_account_relation_excp|created_ts|timestamp without time zone|22
demos_qa|brdg_account_relation_excp|modified_program_nm|character varying|23
demos_qa|brdg_account_relation_excp|modified_user_nm|character varying|24
demos_qa|brdg_account_relation_excp|modified_ts|timestamp without time zone|25
demos_qa|brdg_contact_info|parent_id|character varying|1
demos_qa|brdg_contact_info|parent_cd|character varying|2
demos_qa|brdg_contact_info|priority|smallint|3
demos_qa|brdg_contact_info|address_line_1|character varying|4
demos_qa|brdg_contact_info|address_line_2|character varying|5
demos_qa|brdg_contact_info|address_line_3|character varying|6
demos_qa|brdg_contact_info|city|character varying|7
demos_qa|brdg_contact_info|state|character varying|8
demos_qa|brdg_contact_info|zip|character varying|9
demos_qa|brdg_contact_info|province|character varying|10
demos_qa|brdg_contact_info|country|character varying|11
demos_qa|brdg_contact_info|postal_cd|character varying|12
demos_qa|brdg_contact_info|home_phone|character varying|13
demos_qa|brdg_contact_info|business_phone|character varying|14
demos_qa|brdg_contact_info|mobile_phone|character varying|15
demos_qa|brdg_contact_info|email_address|character varying|16
demos_qa|brdg_contact_info|firm_id|smallint|17
demos_qa|brdg_contact_info|active_flg|boolean|18
demos_qa|brdg_contact_info|batch_dt|date|19
demos_qa|brdg_contact_info|created_program_nm|character varying|20
demos_qa|brdg_contact_info|created_user_nm|character varying|21
demos_qa|brdg_contact_info|created_ts|timestamp without time zone|22
demos_qa|brdg_contact_info|modified_program_nm|character varying|23
demos_qa|brdg_contact_info|modified_user_nm|character varying|24
demos_qa|brdg_contact_info|modified_ts|timestamp without time zone|25
demos_qa|brdg_entity_relation|entity_id|character varying|1
demos_qa|brdg_entity_relation|entity_type_cd|character varying|2
demos_qa|brdg_entity_relation|related_entity_id|character varying|3
demos_qa|brdg_entity_relation|related_entity_type_cd|character varying|4
demos_qa|brdg_entity_relation|start_dt|date|5
demos_qa|brdg_entity_relation|end_dt|date|6
demos_qa|brdg_entity_relation|relation_type_cd|character varying|7
demos_qa|brdg_entity_relation|target_alloc_prcnt|numeric(26,7)|8
demos_qa|brdg_entity_relation|manual_override_flg|boolean|9
demos_qa|brdg_entity_relation|inc_reason_cd|character varying|10
demos_qa|brdg_entity_relation|inc_notes|character varying|11
demos_qa|brdg_entity_relation|exc_reason_cd|character varying|12
demos_qa|brdg_entity_relation|exc_notes|character varying|13
demos_qa|brdg_entity_relation|firm_id|smallint|14
demos_qa|brdg_entity_relation|active_flg|boolean|15
demos_qa|brdg_entity_relation|batch_dt|date|16
demos_qa|brdg_entity_relation|created_program_nm|character varying|17
demos_qa|brdg_entity_relation|created_user_nm|character varying|18
demos_qa|brdg_entity_relation|created_ts|timestamp without time zone|19
demos_qa|brdg_entity_relation|modified_program_nm|character varying|20
demos_qa|brdg_entity_relation|modified_user_nm|character varying|21
demos_qa|brdg_entity_relation|modified_ts|timestamp without time zone|22
demos_qa|brdg_fund_id_acc_type_id_syb_gp|syb_fund_id|integer|1
